ID,Name,Type,Keywords,Range,Description,Requirements,Combined Costs,Mana Cost,AP Cost,RP Cost,Other Costs,Benefits,Associated Abilities,Parent Ability,Subdivision Index,Gathering Cost,Gathering Bonus
lights_care,Light's Care,true_ability,"Encounter Conclusion, Healing",Touch,At the end of combat you may use 1 Encounter Conclusion action to heal a single target for 11 + Power x 2 and grant them First Aid. First Aid: The target can expend an Encounter Conclusion Action to prevent one injury to themself.,,MP: 1,1,,,,,,,,,
line_of_death,Line of Death,true_ability,"Half Pierce, Overcharge",Melee Weapon Range,You may make a Light Attack against the target.Overcharge:You may spend 1 additional mana and AP to make another Light Attack against the same target.,Slashing weapons only.,AP: 1 MP: 1,1,1,,,,,,,,
long_toss,Long Toss,true_ability,,Ranged Weapon Range,You may make a Heavy Attack against the target. This attack has triple the range it would normally have.,"Throwing Weapon, Set of Missiles or Thrown attack only.",AP: 2,,2,,,,,,,,
lords_dominion,Lord's Dominion,key_ability,,,,,,,,,,"You can partially resist the effect of the sun. You may now spend 1 round in the sun before you start taking damage. Spending a turn outside of the sun resets this effect, giving you another round where you do not suffer the negative effects., You gain +1 Presence.",,,,,
loyalty,Loyalty,true_ability,,,"When standing within 5ft of a heroic ally, your Guard is increased by 1 and your Block is increased by 2.",,,,,,,,,,,,
lucid_sleep,Lucid Sleep,true_ability,,,High Fae remain aware of their surroundings while they sleep and do not suffer from Surprised from being asleep.,,,,,,,,,,,,
lunge,Lunge,true_ability,,Self,"The attack range of your next basic Light, Heavy or Precise Attack with a melee weapon is doubled.",,AP: 0,,0,,,,,,,,
mage_armor,Mage Armor,true_ability,"Arcane, Encounter Start, Spell",Self,"You gain magical Light Armor, Medium Armor or Heavy Armor until the end of the encounter. This function just as normal armor of that type would, giving the same benefits and penalties. Does not stack with other armor, apply the effects of the Mage Armor This magical armor does not require proficiency of any sort and does not cost any Burden to wear and carry.

You may apply the effects of Barrier, Fortress, Manaweave, Protective Coating or Spidersilk to this armor (It must still meet the requirements, you cannot put fortress on a light armor for example). This can only be done when you first apply it, not if you later change your armor during combat.

If Mage Armor is active, you may spend 2 AP to change its type or to remove it.",,,,,,,,,,,,
mage_knight,Mage Knight,key_ability,,,,,,,,,,You may also use Canter after casting a spell.,,,,,
mage_of_the_tides,Mage of the Tides,key_ability,,,,,AP: 1,,1,,,"You can use Blue Tide., You gain Elemental Mastery: Water, You gain the ability to walk on water and skate across its surface—every 10ft of water surface movement only costs 5ft of movement.",Blue Tide (blue_tide),,,,
mages_journey,Mage's Journey,key_ability,,,,,AP: 1,,1,,,"You gain proficiency in the Channeling weapon group's weapons and gain Arcane Mastery. Mastery of an element allows you to use it in Channeling weapon attacks and use it to perform minor tricks relating to it., You gain +5 skill points in the Magic skill., You can use Sense Magic.",Sense Magic (sense_magic),,,,
magic_missile,Magic Missile,true_ability,"Arcane, Lock On, Spell",60ft,"You fire a highly accurate blast of arcane energy at the target, making a Light Attack that deals Arcane damage against the target

Overcharge:You may spend 1 extra mana and 1 extra AP to fire an additional missile at the same target.",,AP: 1 MP: 1,1,1,,,,,,,,
magic_missile_ii,Magic Missile II,true_ability,"Arcane, Lock On, Rapid, Spell",60ft,"You fire a highly accurate blast of arcane energy at the target, making a Light Attack that deals Arcane damage against the target",,AP: 1 MP: 1,1,1,,,,,,,,
magic_resistance,Magic Resistance,key_ability,,,,,,,,,,You gain a +2 bonus to your saves against Spells.,,,,,
malevolent_phantasm,Malevolent Phantasm,true_ability,"Spell, Dark",60ft,You siphon the energy lost from your allies and make a Heavy Attack against the target that deals Dark Damage.,An ally (including yourself) took damage on your turn.,AP: 1 MP: 1,1,1,,,,,,,,
mana_burst,Mana Burst,true_ability,,Self,"You augment your next attack, increasing accuracy by 3 and dealing 3 bonus damage on hit.

You may use AP for this attack instead.",,MP: 1 RP: 1,1,,1,,,,,,,
mana_eater,Mana Eater,true_ability,,,You cannot consume biological food and instead consume equal monetary value of Magical Fuel for sustenance. You do not need to breathe.,,,,,,,,,,,,
mana_razor,Mana Razor,true_ability,,Self,Until the end of your turn you gainMana Razorgranting your basic attacks an additional 30ft range. Augmenting melee attacks with this ability makes them into ranged attacks.,,AP: 0 MP: 1,1,0,,,,,,,,
mana_shield,Mana Shield,true_ability,,,"At the start of your turn you gain Temporary HP equal to your Toughness + 5. Wearing armor reduces this to 2/3rd, 1/3rd or 0 if wearing Light, Medium or Heavy Armor respectively. While Mana Shield is active, you do not provoke attacks of opportunity from casting Spells from enemies that are Challenged by you.",,,,,,,,,,,,
mana_sight,Mana Sight,true_ability,Quick,Sight,You can assess the approximate mana percentage of a unit until the end of combat. (The DM should enable mana bar for the unit).,,AP: 0,,0,,,,,,,,
mark_of_justice,Mark of Justice,true_ability,,Sight,"You mark a single enemy, inflicting Mark of Justice on them. A marked enemy’s movement speed is reduced to 20ft. Abilities that allow for movement cannot move the target for more than 20ft per use. Secret Arts and Esoteric Arts are not affected by this. You can only have a single enemy marked by this at the same time. It lasts until the end of the encounter. Does not work on vehicles.",,AP: 1,,1,,,,,,,,
martial_artists_journey,Martial Artist's Journey,key_ability,,,,,AP: 0,,0,,,"Your unarmed attack damage is treated as a light weapon in which you are proficient., You gain +5 skill points to spend in Acrobatics, Perception, Insight, Medicine, Intimidation or a relevant Expert Knowledge skill (By DM approval). You can exchange any skill point for 2 expertise points, but must spend them in these skills., You can use Discipline.",Discipline (discipline),,,,
master_of_the_empty_sky,Master of the Empty Sky,key_ability,,,,,,,,,,"When flying and not benefiting from cover, you gain +2 Evasion and Dodge.",,,,,
memory_of_the_grove,Memory of the Grove,gathering_ability,,,"After making a gathering check, you may choose to reroll the die. If you do, store the original die result. You may replace a future gathering die result (before bonus) with the stored value.",Usable after making a gathering a check.,,,,,,,,,,,
mighty_leap,Mighty Leap,true_ability,Unbalanced,20ft,You jump to a target within range and may make a Light attack against them. All enemies within 5ft of the target must make a save or becomeUnbalanced.,Two-Handed melee weapons only.,AP: 2 MP: 1,1,2,,,,,,,,
mind_connection,Mind Connection,true_ability,,Touch,"You physically touch up to five willing people, granting them Mind Connection—creating a mind link through you.  While linked, each creature can speak through telepathy to all other creatures linked to the same caster.  Mind Connection has unlimited duration but also reduces your maximum mana by 1, this effect lasts until you cancel Mind Connection.  Mind Connection has a maximum range of 500 ft—breaking this range doesn’t cancel the spell but interrupts the signal until within range again.

While Mind Connection lasts, you may spend 1 AP to transfer view through the eyes of one of the people connected with the mind link.",,AP: 4 MP: 1,1,4,,,,,,,,
minds_eye,Mind's Eye,true_ability,,Self,"You may ask the GM for the rough best course of action during an encounter based on the information you have. The GM should answer truthfully, but does not need to go in depth. (For example: Retreat, kill the grunts, focus the boss, use magic attacks etc).",,AP: 0 MP: 2,2,0,,,,,,,,
mining_expertise,Mining Expertise,true_ability,,,You may unlock the miner class for 0 EXP. You must still spend the IP on it.,,,,,,,,,,,,
miracle_sanctuary,Miracle: Sanctuary,true_ability,"Concentration, Miracle, Spell, Upkeep",5ft radius centered on self,"You create an immobile sphere of protection in a 5ft radius that prevents all entry into and out of it. The Shield has health points equal to 20 + Toughness x 8. Attacks and Magical Effects cannot be casted out of or into the Sanctuary, which functions as line-of-sight blocking for the purposes of abilities. Sanctuary lasts until the start of your next turn unless you pay Upkeep (1 Mana). The Spell also ends when the Shield’s health points are reduced to zero. This spell does not provoke attacks of opportunity.",,AP: 2 MP: 2,2,2,,,,,,,,
misdirected_blow,Misdirected Blow,true_ability,,Self,"You may take the Dodge action. If the attack is successfully avoided, the attack is then made against an enemy within 5ft of you and using the same accuracy roll. This enemy must be different from the one making the attack. The new target may react to this attack as normal.

Does not work against Secret Art or Climax Art level attacks.",You are the target of an attack and have a different enemy within 5ft of you.,MP: 2 RP: 1,2,,1,,,,,,,
mission_control,Mission Control,key_ability,,,,,AP: 4 MP: 1,1,4,,,"You gain proficiency in the Aetherie Sensory Station., You may use Mind Connection.",Mind Connection (mind_connection),,,,
mist_of_the_vale,Mist of the Vale,true_ability,"Song, Upkeep",Self,"A mist rolls out from around you, trapping those caught in it in a misty vale in which travelers are doomed to die. All in the mist must make a save against your Potency when they try to escape it. If they fail their save when they attempt to move out, you may finish the remaining movement for them as long as they end within your mist. This movement does not provoke attacks of opportunity.

The mist also blocks Line of Sight. Targets inside of or within 5ft of the mist can only see up to 5ft into or out of mist.

The mist is a 15ft radius around yourself, but if flying it does not go below you. You may choose to exclude allies from the trapping effect. If you do, the upkeep mana cost and initial mana cost is increased by 1.

Upkeep:1 AP",Must be played on a flute.,AP: 2 MP: 1,1,2,,,,,,,,
momentum,Momentum,true_ability,,Melee Weapon Range,"You make a Heavy attack against the target. For every 10ft moved during your last action this turn, this attack gains +1 damage up to a maximum of +10 damage. Abilities with the Teleport keyword do not apply for this.",Must be mounted.,AP: 2 MP: 1,1,2,,,,,,,,
mordschlag,Mordschlag,true_ability,Block Crush,Melee Weapon Range,You attack the target with the pommel or crossguard making a Heavy Attack against the target.,"Longsword, Heavy Blades and Bludgeoning weapons only.",AP: 2 MP: 1,1,2,,,,,,,,
mountain_slayer,Mountain Slayer,true_ability,Shieldbreaker,Melee Weapon Range,You make a Light attack against a target.,Target can be affected by Shieldbreaker.,AP: 1,,1,,,,,,,,
mounted_basics,Mounted Basics,key_ability,,,,,AP: 0 MP: 2,2,0,,,"You gain proficiency in Polearms, Lances, Light armor, Shields and one other common weapon group of your choice., You gain 5 skill points in Riding. You can exchange any skill point for 2 expertise points, but must spend them in these skills., You may use Spirit Jump., If you have mastered cavalier, your mount can withstand one lethal blow. If your mount would be reduced to 0 HP or below by an attack, it instead is reduced to 1 HP. Only works once per encounter.",Spirit Jump (spirit_jump),,,,
mounted_casting,Mounted Casting,true_ability,,Self,You may cast a Spell with an AP cost of 2 or less.,Must be mounted and taking a movement action.,RP: 1,,,1,,,,,,,
movement_burst,Movement Burst,true_ability,,Self,You may move up to your Speed + up to 15ft per mana spent on this ability. Any unspent movement is lost afterwards.,,AP: 1 MP: X,X,1,,,,,,,,
mud_wall,Mud Wall,true_ability,"Spell, Earth",40ft,"You create a wall 4ft high, 1ft thick and up to 20ft long that serves as low cover. Anybody attempting to get over the wall treats it as difficult terrain. Walls must be placed on solid ground and cannot be stacked on top of eachother.

Each 5ft of wall has 60 HP and dissolves if it reaches 0. It otherwise lasts until the end of the encounter.

You may spend 1 RP instead of 2 AP on this ability instead.",,AP: 2,,2,,,,,,,,
multishot,Multishot,true_ability,Overcharge,Ranged Weapon Range,You may make a Heavy Attack against two different targets.Overcharge:You may spend X extra mana to attack 2 + X targets instead.,,AP: 3 MP: 1,1,3,,,,,,,,
mystic_eyes_of_life_perception,Mystic Eyes of Life Perception,true_ability,Mystic Eye,Self,"You temporarily empower your eyes. While active, you gain 360 degree vision and automatically detect all enemies within a 30ft radius of you that are not behind at least 1ft of full cover. In addition, you can see the approximate HP and Mana percentage of all enemies in this range. This lasts for 5 minutes or until you turn it off.",,AP: 0 MP: 2,2,0,,,,,,,,
natures_grasp,Nature's Grasp,true_ability,"Root, Earth",30ft,"You shoot out a vine that wraps around the target and make a Light Attack against the target that only deals 1 Earth damage. On damage, the target becomes Rooted until the start of your next turn or until they spend 2 AP to remove the root with a slashing or fire based attack.

Against Grunts, this attack costs 0 Mana and gains Sure Hit.",,AP: 1 MP: 1,1,1,,,,,,,,
nightstalker,Nightstalker,key_ability,,,,,,,,,,"You gain 60ft darkvision, allowing you to see perfectly in the dark even without a source of light. If you already have darkvision, the range of it improves by 60ft.",,,,,
nightvision,Nightvision,true_ability,,,As long as there is a source of weak light (even a weak moon) you do not suffer penalties to your vision due to darkness up to 120ft.,,,,,,,,,,,,
ninja_run,Ninja Run,true_ability,"Ninjutsu, Quick",Self,"For your next movement action, you may treat the surface you’re walking on as horizontal ground, allowing you to walk over water or up walls.",,AP: 0,,0,,,,,,,,
ninja_style,Ninja Style,key_ability,,,,,AP: 0,,0,,,"You gain proficiency in both Small Weapons and Sets of Missiles., You may use Ninja Run.",Ninja Run (ninja_run),,,,
no_getting_past,No getting past!,true_ability,Sure Hit,Melee Weapon Range,"You may make a Light (0 RP) or Heavy (1 RP) attack against the target. On damage, the target becomes Slowed. If the target is already Slowed, they become Rooted. This ability is treated as an attack of opportunity.",Only usable when you would be able to make an attack of opportunity.,RP: 0,,,0,,,,,,,
oil_slick,Oil Slick,true_ability,,30ft,"You throw a bottle of oil on the ground within range, creating a 15x15 area of slippery oil. If the target contacts the oil at any point of movement (even the start or end) and they moved more than 5ft in a single movement action, they immediately fall prone. The slick lasts until the start of your next turn.",,AP: 2 MP: 1,1,2,,,,,,,,
on_my_terms,On my terms,key_ability,,,,,,,,,,"While you are at 1 HP or higher, damage (including true damage) you take during your own turn cannot reduce you below 1 HP., When you roll a 1 on a skill check, something unexpected may happen (GM's discretion). This is usually bad, but it could also turn out to be a blessing in disguise.",,,,,
order_retreat,Order: Retreat,true_ability,,60ft,"You order one willing allied unit to retreat, moving up to their Speed. All movement must be made towards you, and does not provoke attacks of opportunity.",,AP: 1,,1,,,,,,,,
ore_hunter,Ore Hunter,key_ability,,,,,,,,,,"You can gather Tier 2 mining outcrops., You are an expert and tying knots. Using rope, you can secure yourself to objects and safely rappel down to investigate down cliffsides.",,,,,
overclock,Overclock,true_ability,,,You may add 1d10 crafting points to the item. The item starts in theBrokencondition. Cannot be used for Alchemy crafting.,Must be in a crafting session.,,,,,,,,,,,
overpower,Overpower,true_ability,,Melee Weapon Range,"You may make a Heavy Attack against the target. For every point of Power you have over the target, you deal 1 additional damage. If the enemy is Prone, each point of Power you have over the target adds 2 additional damage instead.",Two-Handed weapons only.,AP: 2 MP: 1,1,2,,,,,,,,
overwhelming_critical,Overwhelming Critical,key_ability,,,,,,,,,,When you roll a critical hit you may use Aftershock even if the attack didn’t miss. This use doesn’t count against the normal use limit of it and this effect still applies even if the critical hit was blocked or otherwise defended against.,,,,,
own_mount,Own Mount,true_ability,,,You count as mounted for the purposes of abilities that require you to be mounted. This does not let you be a mount to other creatures.,,,,,,,,,,,,
pack_tactics,Pack Tactics,true_ability,Quick,Sight,"Select a target within range. Until the end of your turn, while the target has one of your allies within 5ft of it, you gain a +2 bonus on accuracy checks for melee attacks against that target.",,AP: 0,,0,,,,,,,,
panda_roll,Panda Roll,true_ability,,Self,"You prepare to roll from an incoming attack. Your next Dodge action before the start of your next turn costs 0 RP. If you successfully avoid an attack with this Dodge action, you may Sidestep 5ft.",,AP: 2,,2,,,,,,,,
panda_stance,Panda Stance,true_ability,Stance,Self,"You enter a stance in which you use your tail for extra balance. When you would be knocked back or prone, you may end this stance to negate the effect. This stance then ends.

Otherwise, the stance lasts until you enter a different stance.

You may use AP or RP for this ability.",,AP: 1 RP: 1,,1,1,,,,,,,
paragon_of_virtue,Paragon of Virtue,true_ability,,Self,"You may remove a single negative effect from yourself. If you are afflicted with more than 1 negative effect, you may choose which one you remove.",,RP: 1,,,1,,,,,,,
parry,Parry,true_ability,,,"Roll your Heavy Weapon Damage, but add your Focus instead of Power to the roll and treat that as your Block against the attack targeting you. If Parry reduces the damage to 0, you regain 1 RP (cannot go higher than your max RP). On hit effects and maces do not gain their effect if you reduce the damage to 0.

When using Parry against an attack, that attack cannot land a critical hit against you.","Target of a melee attack, wielding a One-Handed melee weapon.",MP: 1 RP: 1,1,,1,,,,,,,
past_self,Past Self,key_ability,,,,,,,,,,"When you make a weapon attack, you may have the attack come from the position you were at at the start of your previous turn (You should place another token on this location or mark it)., Using the Delay encounter start action does not consume your encounter start action use and may use it multiple times.",,,,,
pathfinder,Pathfinder,true_ability,,Self,"You may move up to your speed and you ignore difficult terrain penalties for this movement. Until the start of your next turn, all terrain within 20ft of you is not considered difficult terrain for your allies.",,AP: 1,,1,,,,,,,,
penetrating_shot,Penetrating Shot,true_ability,,Ranged Weapon Range,"You may make a Heavy Attack against the target. This attack penetrates through thin layers of cover such as wood planks (GM’s decision), negating the bonus it would give.",Sniper Rifles only.,AP: 2 MP: 1,1,2,,,,,,,,
pepper_spray,Pepper Spray,true_ability,Blinded,5ft,"You reach into your pocket and pull out a handful of ground chili pepper that you throw in front of you in a 15ft cube. Inflicts all targets withPepper Spray, causing blindness and the inability to smell.  The target or an ally of the target within 5ft can spend 1 AP to wipe it off. Otherwise the effect ends at the end of the target’s next turn.

You may spend 1 RP and 1 additional mana instead of paying the AP cost.",,AP: 2 MP: 1,1,2,,,,,,,,
perfect_mimicry,Perfect Mimicry,key_ability,,,,,,,,,,"When given enough preparation time and enough knowledge about the subject, you are able to perfectly impersonate another person (GM’s discretion on what is ‘enough’). When disguised in this way, other people are unable to see through your disguise through normal means unless you act or say things that are strange enough to draw suspicions. This disguise is partially magical in nature, but cannot make up for obvious size or shape differences.",,,,,
perfect_seasoning,Perfect Seasoning,true_ability,Rapid,,Make a crafting check with a +3 Bonus.,"Must be in a crafting session. Must have added a special ingredient (box of food, alloy materials) in your last action.",Other: 1 Crafting Dice,,,,other: 1 Crafting Dice,,,,,,
perfect_shot,Perfect Shot,true_ability,"Full Pierce, Prone, Setup, Sure Hit",Ranged Weapon Range,"You line up the perfect shot, striking an enemy for double Heavy Damage with Sure Hit and Full Pierce.

Automatically fails if the target has cover when this ability finishes.",,AP: 6,,6,,,,,,,,
persistent_spell,Persistent Spell,true_ability,,Self,"If the next Spell you cast applies a buff or debuff, the duration of this buff or debuff is extended by 1 turn. If the Spell allows for a save, the target may make another save after the original effect is over to resist the duration extension.",,AP: 0 MP: 2,2,0,,,,,,,,
phantom_thief,Phantom Thief,key_ability,,,,,AP: 1,,1,,,You are able to disable and modify t2 and t3 bounded fields.,Stolen Skill (stolen_skill),,,,
phantoms_of_the_mist,Phantoms of the Mist,true_ability,Song,Self,"You conjure several phantoms in the mist and make a Light attack against all creatures within your Mist of the Vale.

You may spend 1 Mana to exclude allies from this attack.",Mist of the Vale must be active.,AP: 1,,1,,,,,,,,
phoenix_tears,Phoenix Tears,true_ability,Encounter Conclusion,Touch,At the end of combat you may use 1 Encounter Conclusion action to heal a single target other than yourself for Power and prevent one injury on them.,,,,,,,,,,,,
piercing_stab,Piercing Stab,true_ability,,A target in melee weapon range and a target directly behind the first target in melee weapon range.,You may make a Heavy Attack against the target and the target directly behind it.,Polearm only.,AP: 2 MP: 1,1,2,,,,,,,,
pistol_whip,Pistol Whip,true_ability,Unarmed Strike,Melee Weapon Range,"You make a Light Attack with a pistol in your hand. On damage, the target becomes Unbalanced.",Must be holding a pistol.,AP: 1 MP: 1,1,1,,,,,,,,
pixie_flight,Pixie Flight,true_ability,Upkeep,Self,"You gain controlled Flight and Hover up to your speed.  This ability ends at the start of your next turn unless you pay Upkeep 3 Mana, if you choose to not pay upkeep, you cannot use Pixie Flight until the start of your next turn.",,AP: 0,,0,,,,,,,,
place_trap,Place Trap,true_ability,Root,,"You choose to spend either 1 minute or 1 hour to place an undetermined trap in an area. You may only have 2 traps placed at a time in this way.When an enemy comes within 20ft of you, you may spend 0 RP to determine the effects of a trap and trigger it. If you spent 1 minute, you may choose a Simple Trap. If you spent 1 hour, you may choose either a Simple Trap or a Complex Trap.Log Swing (Simple):The target takes Light bludgeoning damage and is knocked back 20ft.Snare (Simple): You place up to 3 snare traps, each within 20ft of each other. When triggered, the target’s movement is interrupted and they fall prone.Net (Complex):The target is caught in a net and raised up into the air. It remains rooted there until the net is destroyed by dealing 15 damage, after which the target falls prone on the ground below it.Pitfall (Complex):The target falls down a 5x5, 20ft deep pit and takes falling damage as normal.

A used trap cannot be reused. Setting a trap consumes a Trapper's Trap.",Sufficient time (see description),Other: Special,,,,other: Special,,,,,,
plaguebringer,Plaguebringer,true_ability,,,"When you damage an enemy with a melee attack while infected with a disease or suffering from poison, you inflict that disease or poison on the enemy. They can make a save against it as normal, if the original disease or poison allowed for it.",,,,,,,,,,,,
plow_the_fields,Plow the fields,true_ability,,15ft,You strike the ground with magical power and make a Light attack against all enemies in a 15ft wide line up to range. The terrain within this range becomes difficult terrain until the start of your next turn.,,AP: 2,,2,,,,,,,,
point_blank_shot,Point Blank Shot,true_ability,Sure Hit,5ft,You make a Heavy Attack against the target.,Pistol only.,AP: 2 MP: 3,3,2,,,,,,,,
point_of_death,Point of Death,true_ability,Full Pierce,Melee Weapon Range,You may make a Heavy Attack against the target. This attack deals maximum damage instead of rolling for the damage.,Target is below half HP of their original max HP (Before True Death reductions).,AP: 2 MP: 2,2,2,,,,,,,,
point_of_death_ii,Point of Death II,true_ability,Full Pierce,Melee Weapon Range,"You may make a Heavy Attack against the target. This attack deals maximum damage instead of rolling for the damage.

On killing blow, refund the mana and AP cost spent on this ability.",Target is below half HP of their original max HP (Before True Death reductions).,AP: 2 MP: 2,2,2,,,,,,,,
poison_spore,Poison Spore,true_ability,"Concentration, Poison, Full Pierce",Self or The Host of Poison Spore. 15ft x 15ft Area with the target at the center.,"You may spend either 2 AP or 1 RP to use this ability.

You create an Area of Poison Spores around you or the Host of Spore Symbiote. Units who end their turn in the Poison Spore take Full Pierce Earth(Poison) damage equal to your Power + 5. You and the host of Spore Symbiote are immune to your own Poison Spore. Poison Spore lasts until the end of the encounter but you can only have one instance of Poison Spore active at a time.

The spore stays centered around the original target, even if the target of this ability moves. If the original target of this ability was the symbiote target and you swap the symbiote target, the location of the poison spore moves with it.",,AP: 2 RP: 1,,2,1,,,,,,,
power_jump,Power Jump,true_ability,Jump,Self,"You jump up to 60ft vertically straight up into the air.  You can additionally move 5ft horizontally afterwards.  Unless flying, you automatically land straight down from your position at the end of your turn or for 0 AP, this falling movement does not provoke attacks of opportunity and you don’t take fall damage from it. If you land inside an occupied square, you are shunted 5ft into an empty square (your original one if possible).

You cannot make any non-teleport movement actions while in the air unless you’re flying, but can still take other actions (such as attacking) while airborne.",,AP: 0 MP: 1,1,0,,,,,,,,
power_rock_strike,Power Rock Strike,gathering_ability,,,Make a gathering check at only half of your gathering bonus (rounded down) add the rolled amount to both node and lucky points.,Must in a gathering session.,Other: 1 Strike Dice,,,,other: 1 Strike Dice,,,,,,
power_strike,Power Strike,true_ability,,Melee Weapon Range,You attack a single target for Heavy Damage. Add 2 x Mana you spent on this to the damage. You can spend a maximum of 5 mana on this ability.,,AP: 2 MP: X,X,2,,,,,,,,
power_word_barrier,Power Word: Barrier,true_ability,"Shield, Spell",40ft,"Up to 5 allies within range (including yourself) gain temporary HP until the end of the encounter equal to 10 + Power.

You may pay either the AP or RP cost for this ability, you don't need to pay both.",,AP: 2 MP: 4 RP: 1,4,2,1,,,,,,,
power_word_guardian_shield,Power Word: Guardian Shield,true_ability,"Spell, Shield",40ft,"The target gains temporary HP until the end of the encounter equal to 11 + 2 x Power. While this temporary HP lasts, on damage effects do not trigger on them unless the damage dealt does damage to their actual HP.

If this source of temporary HP is overwritten by a stronger source, this effect is lost.",,AP: 2 MP: 4,4,2,,,,,,,,
power_word_reinforce,Power Word: Reinforce,true_ability,Aid,40ft,"The target gains temporary HP equal to 2 x their current temporary HP.

After the attack is done resolving, the target's temporary HP is set to the value it was before this ability was used unless the target's current temporary HP is lower than that.",An ally is the target of an attack.,RP: 1,,,1,,,,,,,
power_word_shield,Power Word: Shield,true_ability,"Shield, Spell",40ft,The target gains temporary HP until the end of the encounter equal to 11 + (2 x Power).,,AP: 2 MP: 3,3,2,,,,,,,,
precise_thrust,Precise Thrust,true_ability,Full Pierce,Melee Weapon Range,You may make a Heavy Attack against the target.,,AP: 2 MP: 2,2,2,,,,,,,,
predict,Predict,true_ability,,Self,You may take the Dodge action and remove the Lock On effect from the triggering attack.,You are the target of an attack.,MP: 1 RP: 1,1,,1,,,,,,,
prediction,Prediction,true_ability,"Aid, Divination",60ft,You remove the keyword Sure Hit and Lock On from the triggering attack and the target gains a +2 Dodge Bonus for their next Dodge action.,An ally is the target of an attack.,RP: 1,,,1,,,,,,,
prehensile_tail,Prehensile Tail,true_ability,,,"You may carry objects with your tail, allowing you to interact with objects as normal even when you have both hands full. The action you are performing must not require physical strength and you cannot wield weapons with your tail.",,,,,,,,,,,,
preparedness,Preparedness,true_ability,,,"Up to 3 talismans, scrolls or similar objects you carry do not count towards your burden.",,,,,,,,,,,,
presence_concealment,Presence Concealment,true_ability,Presence Concealment,Self,"By suppressing your mana output you conceal your presence, gaining Presence Concealment.  You cannot use any abilites that cost mana or any abilities with the aura keyword while in Presence Concealment.  You can end this effect for 0 RP but the inability to use abilities that cost mana or abilities with the aura keyword persists until the end of your next turn.",,AP: 4,,4,,,,,,,,
presence_of_mind,Presence of Mind,true_ability,,Self,You reduce the AP cost of your next Spell this turn by 2 AP.,,AP: 0 MP: 3,3,0,,,,,,,,
prone_cover,Prone Cover,true_ability,Stance,Self,"You become Prone. While Prone from this ability, you gain the benefits of low cover against ranged attacks. In addition, all Ranged Weapon Attacks gain the Prone keyword.",,RP: 0,,,0,,,,,,,
provoke,Provoke,true_ability,Challenge,5ft,You Challenge an enemy until the start of your next turn.,,AP: 0 MP: 1,1,0,,,,,,,,
provoke_ii,Provoke II,true_ability,Challenge,60ft,You Challenge the enemy until the end of the encounter. You may only have 1 target Challenged at the same time through this ability.,,AP: 2,,2,,,,,,,,
psychometry,Psychometry,true_ability,Aura,Touch,"By touching the door to a room you gain information as to the physical layout of the room and objects within it as if you were able to see inside of the room.  By reading the Auras of all creatures within the room, you can also get a general idea of any creatures within, which you see as blobs of light—brighter for more powerful auras.  You can also use this effect on containers as well to get a general idea of the layout within containers like backpacks, and chests.  This ability can be used at unlimited range as long as a creature under the effect of Mind Connection touches the door or container.",,AP: 4 MP: 1,1,4,,,,,,,,
pull_the_weeds,Pull the weeds,true_ability,,,You destroy one of your planted seeds to give yourself +5 crafting points for this session.,Must be in a crafting session. Only applies to a farming crafting session.,,,,,,,,,,,
purify,Purify,true_ability,Spell,40ft,"You cleanse a target, removing all stacks of a negative effect of your choice that you are able to identify.",,AP: 1 MP: 1,1,1,,,,,,,,
purifying_shields,Purifying Shields,true_ability,,40ft,You remove a debuff from every ally within range that has temporary HP.,,AP: 2 MP: 2,2,2,,,,,,,,
quick_artifice_reload,Quick Artifice Reload,true_ability,,5ft,You quickly reload one shell into an artifice in range using one of your shells.,,MP: 1 RP: 0,1,,0,,,,,,,
quick_assist,Quick Assist,true_ability,Teleport,20ft,"You teleport next to your soulmate and force the triggering attack to resolve against you, gaining the benefit of the Block action against it.

Afterwards, if your Soulmate is in range of the attacker, they may make an Attack of Opportunity against it.

If you were already next to your Soulmate before you used this ability, the mana cost is reduced by 1.",Your soulmate is the target of an attack.,MP: 2 RP: 1,2,,1,,,,,,,
quick_getaway,Quick Getaway,true_ability,Combo,,"You may move as if you had spent 2 AP on the movement action.Combo:If used after Feint or the Disengage action, the AP cost of this is reduced by 2.",,AP: 2,,2,,,,,,,,
quick_revive,Quick Revive,true_ability,,40ft,"You immediately resummon the summon from your Summon Animal that was killed in this current encounter. If multiple of your summons have died, you summon the one that died most recently.",,AP: 0 MP: 2,2,0,,,,,,,,
quickdraw,Quickdraw,true_ability,Encounter Start,Ranged Weapon Range,You may draw a pistol and make a Light Attack with the drawn pistol against the target. The target may not react to this shot.,Pistol only.,,,,,,,,,,,
quickdraw_alchemy,Quickdraw Alchemy,true_ability,,Self,You draw an Alchemy item from your combat inventory.,,RP: 0,,,0,,,,,,,
radiant_halo,Radiant Halo,true_ability,"Healing, Spell",120ft,"You Heal all allied targets in a 15ft radius from the target point for 11 + (2 x Power).

You may use 1 RP instead of 2 AP for this ability. When using RP on this ability, you may use it even when it is not your turn.",,AP: 2 MP: 6,6,2,,,,,,,,
